Restaurant_Name,Rating,Review_Count,Price,Score,Grade
Tomato Pie Pizza Joint,4.0,343,$,96,A
La Esperanza Restaurant and Bakery,4.0,617,$$,95,A
Nuts 'n Berries Cafe,4.0,255,$$,96,A
Shekarchi Kabob,5.0,77,$$,94,A
Norm's Hamburger,4.0,311,$,92,A
Kolah Farangi,2.5,134,$$,90,B
Tarme Mediterranean Grill,4.0,357,$$,92,A
Luminarias,3.5,665,$$,94,A
Wahoo's Fish Tacos,3.5,258,$,93,A
Leung Kee,3.0,276,$,90,B
Los Angeles International Airport - LAX,2.5,5755,na,95,A
Good Stuff Restaurant - Hermosa Beach,4.0,395,$$,95,A
JOE & THE JUICE,4.0,88,$$,92,A
Pollo Campero,2.5,97,$,96,A
Downey Brewing Company,2.5,458,$$,91,A
Ebisu Japanese Tavern,3.5,337,$$,97,A
Donut King,4.5,165,$,95,A
Sate House,4.0,327,$,97,A
Slusheeland,4.5,115,$,96,A
Jamba Juice,3.0,106,$,91,A
Cloverleaf Coffee & Bakery,3.5,407,$,94,A
Gus Burgers,3.5,49,$,92,A
El Cholo,3.5,1234,$$,95,A
Flame Broiler,3.0,50,$,96,A
Native Fields,4.5,267,$$,92,A
Fatima's Grill,4.5,861,$$,91,A
New York Bagel & Deli,4.0,384,$,96,A
Cruzer Pizza 100% Vegan,4.5,700,$$,97,A
Summer Canteen,4.0,572,$$,93,A
Mike's Pizza,4.0,126,$,92,A
Sushi n I,3.5,247,$$,93,A
Panda Wok  BBQ,3.0,53,$,76,C
Oreno Yakiniku Japanese Bar-B-Cue,3.5,108,$$,90,B
The Pond Ice Cream,4.0,238,$,96,A
Rob's Grill,3.5,92,$,96,A
Lomita Thai Cafe,4.0,245,$,93,A
El Baron De Centro-America Pupuseria,3.5,103,$$,92,A
The Original Peppers,3.0,215,$$,98,A
Small Batch Ice Cream,4.0,39,$,97,A
Shaver Automotive Group,3.0,353,na,91,A
The Hungry Cat,3.5,1189,$$$,92,A
Village Grille,3.5,217,$,94,A
iCuisine,3.5,227,$$,90,B
Chef Geng's,4.0,40,$$,91,A
Kai Sushi,3.5,315,$$,92,A
Even Life,4.0,101,$,85,B
Carmela Ice Cream,4.5,1501,$$,96,A
Ozen Sushi,4.0,491,$$,95,A
Baby Bros Pizza & Wings,4.0,217,$$,90,B
The Original Rinaldi's Deli and Cafe,4.0,420,$,92,A
Bee's Boba & Juicery,4.5,61,$,98,A
Bricks & Scones,4.0,1272,$$,97,A
El Pollo Loco,3.0,50,$,98,A
El Rancherito,4.0,142,$,80,C
Pancho's Tacos,4.0,39,$,96,A
Ravello Osteria,4.0,249,$$,90,B
Troy's Burgers-10,4.0,80,$,92,A
Milk,4.0,5729,$$,98,A
Lotus Vegan,4.5,974,$$,90,B
Happy Bakery,4.0,50,$$,92,A
Undergrounds Coffeehouse,4.5,195,$,92,A
Lucille's Smokehouse Bar-B-Que,3.5,856,$$,96,A
Yi Mei Deli,3.5,422,$,94,A
Sattdown Jamaican Grill,4.5,596,$$,93,A
Cathay Palisades,3.5,89,$$,95,A
Best Fish Taco In Ensenada,4.0,2029,$,90,B
Alberto's Mexican Food,3.5,153,$,95,A
Poke Poki,4.0,129,$$,96,A
H Salt Esquire Fish & Chips,2.5,155,$,95,A
North Italia,4.0,697,$$,93,A
Corner Bakery Cafe,3.0,280,$,96,A
Frankie's Italian Kitchen,4.0,286,$$,93,A
Nini Bakery,4.0,80,$,92,A
Carbon,3.5,231,$,97,A
Cheese Cave,5.0,261,$$,95,A
Hamburger Express,3.5,84,$,92,A
Uncle Tim's Thai House,3.5,312,$$,94,A
Los Tres Hermanos,3.5,362,$$,90,B
Italian Pizza Kitchen,4.0,130,$$,95,A
Deluca Pasta,4.0,275,$$,92,A
Bagel Broker,4.5,684,$,94,A
Lemon Tree Kids and Family Restaurant,4.0,234,$$,94,A
Sugar From the Heart,4.5,259,$$,93,A
Palm Grove Ethiopian Restaurant,4.5,245,$,90,B
Caffe Primo,3.5,377,$$,94,A
La Cabana Restaurant,3.5,761,$$,93,A
Sweet Art Cakes,3.5,63,$$,92,A
Wok To Go,3.0,179,$$,90,B
Pollo Campero,2.5,81,$,97,A
China Express,4.0,47,$,93,A
Nordstrom Topanga,3.5,328,$$$,98,A
Mandarin Lotus,4.5,331,$$,98,A
El Camichin Authentic Mexican & Seafood,4.0,207,$$,92,A
Chile Verde,3.0,67,$,91,A
Kifune Restaurant,3.5,301,$$,90,B
The Pan,4.0,2448,$$,90,B
Wanna Chill?,4.0,73,$,95,A
JG's Nipa Hut,3.5,111,$,90,B
Pure Energy Cafe,4.0,96,$$,90,B
Subway,2.5,40,$,97,A
J Nichols Kitchen,4.0,853,$$,91,A
DeSano Pizza Bakery,4.5,977,$$,96,A
Golden Donut Place,4.5,55,$,98,A
Taco Bell,2.0,52,$,97,A
Fatburger,3.5,194,$$,92,A
San Pedro Tacos,4.0,107,$,90,B
Siam Rice,4.0,211,$,90,B
Gengis Khan,3.0,73,$,91,A
Groundwork Coffee Co.,4.0,339,$,92,A
Hilton Garden Inn LAX/El Segundo,3.5,126,$$,95,A
ArcLight Cinemas,4.0,2145,na,95,A
La Monarca Bakery,4.0,62,$,90,B
Hacienda Grill,3.5,62,$,93,A
Zion Market,3.0,300,$$,93,A
Casa Moreno,3.5,383,$$,94,A
Oh My Burger,4.5,1037,$$,93,A
La Michoacana Ice Cream and Antojitos,4.5,69,$,91,A
Jaragua,4.0,369,$,94,A
Tacos Mexico,4.0,260,$,91,A
JC's Kitchen,5.0,103,$,95,A
Panda Express,2.5,51,$,99,A
Flaming Patty's,3.5,104,$,97,A
California Mexican Grill,3.0,48,$,87,B
Descanso Garden Spa,4.5,155,$$,93,A
Al Wazir Chicken,4.0,508,$,97,A
The Little Easy,4.0,916,$$,93,A
Tito's Tacos,3.5,4597,$,91,A
Poquito Más,4.0,375,$,97,A
The Bowery,3.5,558,$$,94,A
El Amigo,4.5,344,$,90,B
Dog Haus,4.0,175,$,94,A
The Station,4.0,107,$,85,B
The Village,3.5,644,$$,90,B
Submarina California Subs,4.0,63,$,97,A
Valley Super Burger,3.5,91,$,92,A
Las Molenderas Restaurant,4.5,126,$,96,A
Midori Sushi,3.5,842,$$,97,A
Vons,2.5,257,$$,97,A
Lascari's Deli & Bakery,4.0,382,$$,94,A
Gen Korean BBQ House,4.5,5390,$$,93,A
Kee Wah Bakery,3.5,171,$,90,B
Santa Monica Seafood,4.0,1332,$$,92,A
Pieology Pizzeria,4.5,102,$,97,A
Yui Restaurant,4.5,126,$$,95,A
Wolfdown,4.0,147,$$$,95,A
Charlie's Fish & Chips,4.0,80,$$,95,A
The Great Grill,4.0,330,$,96,A
Starbucks,3.0,82,$,96,A
Haifa Restaurant,4.0,158,$$,85,B
Casita Taco Al Carbon,4.0,322,$,92,A
Louisiana Fried Chicken,4.0,86,$,90,B
TRiP,3.5,166,$,98,A
TOMGEORGE Restaurant,4.0,434,$$,93,A
Red Lantern Chinese Cuisine,4.0,222,$$,90,B
Love Letter Pizza & Chicken,3.5,369,$$,90,B
Ruen Pair,4.0,1550,$$,92,A
Chu's Garden,3.5,58,$,92,A
Elado,4.5,330,$,98,A
Johnny's Bar,4.0,259,$,82,B
BBQ Night,4.0,727,$$,90,B
Kansha Creamery,4.5,548,$,96,A
Primo Cafe,3.5,185,$,90,B
Dave & Buster's,2.5,180,$$,91,A
Big D's Burgers,4.0,1833,$$,90,B
Mega Bodega,4.5,100,$$,93,A
Cake Bash Studio,4.5,64,na,98,A
Casa Gamino,3.5,247,$$,96,A
Masala Grill,4.5,137,$$,92,A
La Cabana Restaurant,4.0,48,$$,97,A
Skylight Gardens,4.0,590,$$,93,A
Homegirl Cafe,4.5,596,$$,93,A
Honey Bakery,4.0,214,$,92,A
Klat,4.0,581,$$,94,A
The Parlor,3.5,599,$$,90,B
BBQ Indian Cuisine,4.5,96,$$,96,A
Sidecar Doughnuts & Coffee,4.5,1472,$$,91,A
Meat Bowl,5.0,116,$,92,A
Aroma Bakery Cafe,3.0,832,$$,92,A
Jade Siam Restaurants,4.0,331,$,93,A
Thai Victory Restaurant,4.5,272,$,92,A
HQ Gastropub,4.0,978,$$,96,A
Sandwich Express,4.0,269,$,85,B
Donut Star,3.5,57,$,96,A
BJ's Pizzeria,3.5,83,$$,97,A
Co-opportunity Market & Deli,4.0,355,$$,90,B
Round Table Pizza,3.5,100,$$,91,A
Capital Dim Sum & BBQ,3.0,50,$,94,A
The Wood,3.5,739,$$,90,B
DeCarlo Pizza Chicken & Pasta,3.5,40,$$,94,A
Pamore Pizza,3.5,64,$,95,A
Munchies,4.0,72,$,95,A
un solo sol,4.5,533,$$,95,A
Hooters,2.5,473,$$,90,B
Red Chicken,4.0,332,$,94,A
Grandma Pucci's Homemade Ice Cream,4.0,44,$$,97,A
Broken Spanish,3.5,776,$$$,95,A
Fritto Misto,4.5,2255,$$,96,A
Boba Tea Zone,3.5,147,$,94,A
Wok N Tandoor,4.0,195,$$,97,A
Elite Cuisine,4.0,41,$$,97,A
Smitten Ice Cream,4.0,323,$$,90,B
Macy's,2.5,42,$$,92,A
Daily Grill,3.5,308,$$,94,A
Takami Sushi & Robata Restaurant,3.5,1970,$$$,92,A
Noree Thai on Beverly,4.0,54,$$,93,A
HiHo Cheeseburger,4.5,494,$$,97,A
Miyako Restaurant,3.5,149,$$,90,B
Tortas Ahogadas Las Originales - Newhall,3.5,152,$,97,A
Backstage Bar & Grill,4.0,848,$,91,A
SanSai Japanese Grill,4.0,316,$$,91,A
Barbrix Restaurant & Wine Bar,4.0,1089,$$,92,A
Scoops,4.5,359,$,99,A
Scooter's Jungle - El Segundo,4.5,257,na,96,A
Vrej Pastry,4.0,133,$,98,A
Dairy Queen / Orange Julius,3.5,56,$,98,A
Perch,4.0,6371,$$$,98,A
V Wine Room,4.5,190,$$,98,A
Popeyes Louisiana Kitchen,2.5,59,$,90,B
Tikka Grill,4.0,273,$,96,A
Guido's Pizza & Pasta,3.5,72,$,90,B
Lulu's Restaurant,3.5,352,$$,90,B
Baldoria,4.5,307,$$,92,A
Edible Arrangements,3.0,41,$$$,94,A
Planet Pansit,4.0,97,$,96,A
Tocaya Organica - Hollywood,4.0,77,na,99,A
Mariscos Mi Lindo Nayarit,3.5,170,$$,90,B
Chipotle Mexican Grill,2.5,278,$,97,A
Tashkent Produce,4.0,67,$$,93,A
Le Roy's Restaurant,4.0,787,$,95,A
SunLife Organics,4.0,146,$$,94,A
JNJ Burger  & BBQ,4.0,437,$,98,A
Hamilton's Steakhouse,3.5,190,$$$,92,A
Coconut's Fish Cafe,4.5,136,$$,98,A
Tortuga Bay,4.0,216,$,93,A
Something Vegan,4.5,201,$$,93,A
Honey Boba,3.0,375,$,82,B
Haché LA,3.5,565,$$,96,A
Palette Food and Juice,4.5,125,$$,97,A
Bank Of America Farmers Market,4.0,59,$$,94,A
Applebee's Grill + Bar,2.5,341,$$,93,A
Chronic Tacos Mexican Grill,3.0,111,$,98,A
Afterburn Fitness,4.5,43,na,97,A
Local,4.0,785,$$,95,A
Ichiban Japanese Restaurant,3.0,359,$$,90,B
Embassy Suites by Hilton LAX North,3.5,197,$$,94,A
The Habit Burger Grill,4.0,599,$,85,B
Lucky Burgers,3.0,56,$,96,A
Tea Rush,4.0,252,$,96,A
Judi's Deli,3.5,44,$,90,B
Sprouts Farmers Market,4.0,204,$$,95,A
Pacos Tacos,2.5,121,$,90,B
Electric Karma,4.0,747,$$,90,B
Amazing Thai Cuisine,3.5,193,$,90,B
V's restaurant + bar,4.5,398,$$,93,A
Ms Ruby's Bakery,4.5,82,$,90,B
Rubio's Coastal Grill,3.5,143,$,96,A
Pollo a La Brasa Western,4.0,729,$,90,B
Cafe Bolivar,4.0,355,$$,95,A
Chop Stop,4.0,428,$,100,A
Vespertine,4.5,127,$$$$,94,A
Garçons de Café,4.5,90,$$,95,A
Taco Bell,2.0,79,$,98,A
Suzy's Bar & Grill,3.0,103,$,90,B
Rosarito Taco Grill,4.0,202,$,90,B
Katsuya Glendale,2.5,1619,$$,90,B
Fat Sal's Deli,4.0,1114,$$,97,A
The Donut,4.5,100,$,92,A
Lotus Chinese Restaurant,3.0,180,$$,92,A
Casa Nostra Ristorante,4.5,222,$$,90,B
Jumpin Java,4.0,430,$$,94,A
Fab Hot Dogs,4.0,1082,$,98,A
Chocolate Cafe ll,4.0,171,$$,96,A
El Sombrero,3.5,135,$$,94,A
The HamWich Shack,4.5,141,$,92,A
Edwards South Gate  20 & IMAX,2.5,227,na,98,A
Johnny Rockets,3.0,133,$$,93,A
Healthy Haven,4.5,86,$,99,A
Sushi Mashiko,4.0,117,$$,90,B
illy Caffè,3.5,56,$,97,A
Hugo's,4.0,1235,$$,93,A
Las Islas Marias Mariscos,3.0,85,$$,92,A
Ventana Coffee,5.0,84,$,96,A
Rice Garden,2.5,68,$,93,A
Velma's Cafe,5.0,46,na,98,A
Guido's Pizza & Pasta,3.5,72,$,94,A
Dandy Lion Restaurant,3.5,45,$,93,A
Baguette De Paris,4.5,126,$,90,B
China Express,3.5,81,$,96,A
Taqueria of Hollywood,4.0,49,$,98,A
Zelo Gourmet Pizza,4.0,715,$$,91,A
Dogtown Coffee,4.0,817,$,91,A
Pepe's Finest Mexican Food,3.5,142,$,90,B
Genwa Korean BBQ,4.5,2648,$$,92,A
Lucky Donuts,3.5,88,$,97,A
Little Siam Restaurant,4.0,194,$$,94,A
Villaggio Deli & Restaurant,4.5,161,$,96,A
Ribs USA,3.0,590,$$,95,A
China Express,3.5,81,$,90,B
Johnny Rebs',4.0,935,$$,92,A
Johnny Rockets,3.0,287,$$,91,A
Applebee's Grill + Bar,2.5,359,$$,87,B
Tommy's Original World Famous Hamburgers,4.0,1142,$,100,A
LA's Best Salad Bar powered by Mrs. Winston’s,4.5,45,$$,97,A
Sharky's Woodfired Mexican Grill,4.0,215,$,90,B
I Love Sweetea,4.0,362,$,95,A
Thai Chef Cuisine,4.5,412,$,91,A
Four Seasons Hotel Los Angeles at Beverly Hills,4.5,343,$$$$,93,A
The Rookery Alehouse and Grill,4.0,398,$$,90,B
Cafe Dulce,4.0,2025,$,90,B
Maradentro Brentwood,4.0,322,$$,90,B
Lovebirds Cafe & Bakery,3.5,394,$,92,A
Green Peas Casual Food,4.0,1025,$$,90,B
Salo-Salo Grill,3.5,513,$$,90,B
Ramen of York,4.0,445,$$,94,A
Michael's Pizza,3.5,131,$$,96,A
KFC,2.0,46,$,98,A
Wilson Burgers,4.0,129,$,93,A
La Tropézienne Bakery Los Angeles,4.5,258,$$,93,A
Sharky's Woodfired Mexican Grill,4.0,210,$$,93,A
Regent Coffee,4.5,156,$$,90,B
Tacos La Fonda,3.5,40,$,94,A
Misasa,3.5,174,$,94,A
Tirsa's,4.5,102,$$,92,A
Kobee Factory,4.5,523,$$,97,A
The Hidden Havana Cuban Cafe,3.5,178,$$,100,A
The Ugly Mug Coffee House Burbank,4.5,89,$,99,A
Brooklyn Deli,3.0,121,$$,99,A
The Wood,3.5,739,$$,90,B
Century 8 Theatres,4.0,279,na,97,A
Kyoto Sushi,3.5,495,$$,98,A
Chimney Coffee House,4.0,551,$$,94,A
Badmaash - Fairfax,4.5,90,$$$,94,A
Gombo Wang Korean Restaurant,4.0,131,$$,98,A
Wilson Park,4.5,202,na,93,A
Mr Champion,4.0,123,$,93,A
RiceString Noodle Shack,4.0,272,$,95,A
The Shack,3.5,383,$,90,B
Ono Hawaiian BBQ,3.5,85,$,99,A
ArcLight Cinemas,3.5,1062,na,97,A
Bristol Farms,3.5,174,$$$,96,A
Szechwan Garden,3.5,133,$,96,A
Ciabatta Bar Hollywood,4.5,68,$$,92,A
Super Panda,2.0,59,$,92,A
B B Saara,3.5,59,$$,92,A
Fatburger,2.5,167,$$,91,A
Huo Zhou Wang,2.5,94,$$,97,A
Cortina's Italian Market,4.5,1503,$,97,A
Fred 62,3.5,2159,$$,100,A
El Atacor Restaurant,4.0,171,$,90,B
Cascabel,4.0,669,$$,91,A
The Coffee Bean & Tea Leaf,4.0,52,$,91,A
La Salsa,3.5,72,$,94,A
Ramona's Mexican Food Products,3.5,66,$,97,A
Frooza,5.0,59,$$,98,A
BJ's Restaurant & Brewhouse,3.0,970,$$,91,A
Tokyo Wako,3.0,288,$$,96,A
Thai Chefs,4.0,181,$$,95,A
Stonefire Grill,4.0,639,$$,90,B
Philippe the Original,4.0,5731,$,96,A
Uncle Reds Pizzeria,4.0,326,$$,94,A
Frutibionicos,4.0,44,$,94,A
Fish In the Village,4.0,220,$$,98,A
Izakaya Tonchinkan,4.0,45,$$,90,B
Toast Bakery Cafe,3.5,1635,$$,90,B
Star Bakery,4.0,98,$,90,B
Fork Over Pork,4.0,156,$$,94,A
Pine & Crane,4.5,1880,$$,91,A
Seasalt Fish Grill,4.0,1172,$$,93,A
Sweety Hut Thai Restaurant,4.0,275,$,86,B
Chanos Drive In,4.0,135,$,97,A
El Pollo Loco,2.0,65,$,97,A
Asia Kitchen Of Baldwin Park,3.5,190,$$,90,B
Clark Street Bread,4.5,94,$,95,A
Granny's Donuts,4.5,64,$,93,A
Chan Dara Restaurant,3.5,345,$$,96,A
Spread Mediterranean Kitchen,4.5,356,$$,93,A
Bon Shabu,4.0,347,$$,91,A
Wi Jammin Caribbean Cafe,3.5,119,$$,97,A
Pizza King,3.5,74,$$,94,A
Moana Grill,4.5,167,$,97,A
Feel Karaoke,3.5,227,$$,90,B
Grimaldi's Pizzeria,4.0,1027,$$,90,B
Cindy's Eagle Rock,4.0,541,$$,91,A
El Paseo Inn,3.5,1005,$$,97,A
Taste of Tehran,4.5,777,$$,96,A
Worldwide Tacos,3.5,191,$$,94,A
Southern Girl Desserts,4.0,330,$$,96,A
Versailles,4.0,865,$$,95,A
Street Tacos and Grill,5.0,85,$,97,A
Paper or Plastik Cafe,3.5,989,$$,92,A
Stout Burgers & Beers,4.0,713,$$,93,A
King Poke,4.5,567,$,99,A
Arts Meat Market & Deli,4.5,94,$,94,A
Kues Restaurant,4.0,40,na,90,B
Venice Bakery & Restaurant,4.0,271,$,86,B
Rubio's,4.0,80,$,97,A
Golden Burger 11,4.0,65,$,98,A
Spire 73,3.0,445,$$$,92,A
Cafe Oaxaca,4.5,55,$,97,A
Ramen Nippon,3.5,828,$,96,A
El Grullense,4.5,82,$,90,B
Chin's Hawaiian Teriyaki Bbq Chicken,4.0,55,$,84,B
Dolce Isola - The Ivy Bakery,4.0,153,$$,96,A
Sushi bonito,4.5,69,$$,91,A
Off Vine Restaurant,4.0,812,$$,99,A
Klatch Coffee,4.5,89,$$,95,A
Taqueria Los Anaya,4.5,1014,$,95,A
Red Castle 1,3.5,207,$$,93,A
Ten Ren's Tea Time,3.5,326,$,96,A
BJ's Restaurant & Brewhouse,3.0,734,$$,91,A
Matt & Tony's,3.0,132,$,98,A
Kafe K,4.5,214,$$,94,A
Ebaes on Wilshire,4.0,109,$$,92,A
Panda Chinese Fast Food,3.0,56,$,91,A
H Salt Esquire Fish & Chips,2.5,155,$,90,B
Round1 Puente Hills,3.5,1118,$$,92,A
The Coffee Bean & Tea Leaf,4.0,121,$,94,A
Auntie Dee's Pan De Manila,4.0,65,$,93,A
Take Sushi Restaurant & Japanese Cuisine,4.0,172,$$,93,A
Albertos Mexican Food,2.5,45,$,75,C
Edwards South Gate  20 & IMAX,2.5,227,na,95,A
Caesar's Mongolian Bar-B-Q,4.0,434,$$,98,A
Shamshiri Restaurant,4.0,275,$$,96,A
DRAGO Centro,4.0,1477,$$$,94,A
Rio's Pizza,3.5,344,$$,97,A
Renaud's Patisserie and Bistro,4.5,424,$$,98,A
Trois Mec,4.0,591,$$$$,94,A
Alfred Coffee Studio City,4.0,159,$$,90,B
Monkey Bar,4.0,396,$$,92,A
BakersBodega,4.0,128,$$,87,B
Teresa's Mexican Grill,4.5,428,$,95,A
Anarkali Indian Restaurant,4.0,2226,$$,80,C
Sake House by Hikari,4.0,278,$$,83,B
Emerald Thai Cuisine,3.5,201,$,90,B
Gold's Gym Downtown Los Angeles,3.0,729,na,96,A
Uncle Henry's Deli,4.5,466,$$,94,A
Tasty Thai Cafe,4.0,184,$,94,A
Big Wangs,2.5,995,$$,91,A
Pupuseria Jutiapa,3.5,46,$,90,B
El Llano Restaurant,4.0,63,$$,96,A
Lake Lindero Country Club,3.0,43,na,98,A
Me-N-Ed's Pizza Parlor,3.5,425,$$,96,A
Ing Doi Thai Kitchen,4.0,203,$$,95,A
Tender Greens,4.0,324,$$,98,A
The Cheesecake Factory,3.0,1270,$$,91,A
Casa Córdoba,4.0,442,$$,97,A
Zafran Pot,4.5,301,$$,91,A
Truman House Tavern,4.5,156,$$,97,A
Menchie's - Sherman Oaks,4.0,186,$,95,A
HT Grill,3.5,583,$$,92,A
Solar de Cahuenga,3.0,660,$$,90,B
Awoolim Kimbap Factory,4.5,88,$,96,A
Maki Sushi,4.0,197,$,90,B
Shake Shack,3.5,387,$$,96,A
Menchie's Frozen Yogurt,4.0,180,$,94,A
Milk,4.0,5729,$$,97,A
Sabor A Tony Restaurant,2.5,43,$$,80,C
School Food Blooming Roll,3.0,523,$$,94,A
Jay Bharat,4.0,172,$,100,A
The T Room,4.5,301,$$,96,A
Bellflower Diner,4.0,192,$,98,A
The Potato Sack,4.0,77,$$,91,A
Fiesta Cantina,3.5,709,$$,90,B
Gaucho Grill Argentine Steakhouse,4.0,1066,$$,90,B
Le Petit Chateau,3.5,301,$$$,96,A
SUGARFISH by sushi nozawa,4.0,1309,$$$,97,A
Shakey's Pizza Parlor,3.0,133,$$,96,A
Pollos A La Brasa Los Andes,4.0,62,$$,90,B
JJ's Sandwich Shop,4.5,194,$,92,A
Boulevard Burgers,3.0,146,$,96,A
Al Chile Pelon Mexican Food,3.5,134,$,90,B
Daw Yee Myanmar Corner,4.5,275,$$,91,A
Izakaya Gazen,4.0,261,$$,95,A
Game Haus Cafe,4.5,493,$,99,A
Boba Cha Cha,4.5,149,$,98,A
Tasty Noodle House,4.0,181,$$,94,A
Salt & Straw,4.5,1099,$$,93,A
Fusion Sushi - Manhattan Beach,4.0,637,$$,93,A
"Sakura Japanese Steak, Seafood House & Sushi Bar",4.0,576,$$,92,A
Blue Bottle Coffee,4.0,537,$$,94,A
Mendocino Farms,4.5,1816,$$,95,A
Rydell Chevrolet,3.5,502,na,96,A
The Green Chile,4.0,509,$,91,A
Frida Restaurant,3.0,1820,$$,98,A
Best Donuts,4.0,87,$,94,A
Napoli Kosher,4.5,46,$$,98,A
Holiday Inn West Covina,3.5,63,$$,96,A
Amapola Deli & Market,3.5,128,$,97,A
Raspado Xpress,3.0,71,$,93,A
Tummy Stuffer,4.0,61,$,88,B
The Great Room Cafe,4.0,265,$$,91,A
Breakers Korean BBQ & Grill,4.0,242,$$,90,B
El Mercadito de Los Angeles,4.0,289,$$,96,A
Panda Inn,4.0,723,$$,93,A
Pepperdine University,4.0,73,na,97,A
Darling Donuts & Ice Cream,5.0,44,$,93,A
Black Dog Coffee,4.0,300,$,92,A
abeautifullife jamaican cafe,4.0,90,$,96,A
Ahi Hawaiian BBQ,4.5,53,$,90,B
Belcampo - Santa Monica,4.0,431,$$$,95,A
The Cove Cocktail Bar,4.0,112,$,95,A
Ana's Bionicos,4.0,177,$,90,B
DeFranko's Submarines,4.0,498,$,90,B
L&L Hawaiian Barbecue,3.5,257,$,98,A
Mitsuru Cafe,4.0,771,$,96,A
Wingstop,3.5,146,$$,97,A
Super Wok Chinese Restaurant,3.5,406,$$,96,A
G&K Burgers,3.5,87,$,93,A
Lasik Eye Center,4.5,430,na,94,A
Merengue Bakery & Cafe,4.0,563,$,95,A
Wingstop,2.5,190,$$,97,A
Guisados DTLA,4.5,1515,$,98,A
Halaloglu,4.5,83,$$,96,A
Snowflakes Shaved Ice,4.5,472,$,93,A
Verve Coffee Roasters,4.0,623,$$,93,A
Bia Coffee,4.0,374,$$,94,A
Chengdu House,4.0,225,$$,93,A
The Smoke House Restaurant,3.5,1130,$$,93,A
Flame Broiler,2.5,41,$,95,A
Ootoro Sushi,4.0,525,$$$$,87,B
Jack's Pizza and Subs,4.5,173,$,93,A
71 Above,4.0,1322,$$$$,94,A
Kye's,4.5,329,$$,98,A
Dandana Cafe and Banquet,4.0,117,$$,90,B
Hilton Garden Inn Valencia Six Flags,3.5,163,$$,98,A
Fatamorgana Gelato,4.5,175,$$,96,A
Best Fish Taco In Ensenada,4.0,2029,$,95,A
Santa Fe Springs Swap Meet,4.0,269,$,97,A
Oke Poke Claremont,4.0,189,$,94,A
Scopa Italian Roots,4.0,932,$$$,91,A
Freudian Sip,2.5,80,$,96,A
A Ri Rang Tofu House,4.0,1028,$$,95,A
Raspados GDL,4.0,80,$,97,A
El Caporal Restaurant,4.0,58,$,96,A
Talesai,4.0,103,$$,92,A
Anarbagh Beverly Hills,4.5,417,$$,92,A
Ruiji Sichuan Cuisine,4.0,180,$$,90,B
Pho 45,4.5,621,$,90,B
Pho Season,4.0,263,$,90,B
BJ's Restaurant & Brewhouse,3.0,477,$$,96,A
The Fish House,4.5,207,$$$,96,A
Four Winters,4.5,45,na,93,A
MJ Cafe & Teahouse,3.0,480,$,80,C
The Coffee Bean & Tea Leaf,3.5,82,$,90,B
King Buffet,3.0,416,$$,94,A
La Parrilla Mexicana,3.5,126,$$,91,A
Donut Tree,4.5,214,$,91,A
Chi Chi Club,3.0,48,$$,94,A
Genwa Korean BBQ,4.5,690,$$$,90,B
Synn Gentlemen's Club,3.5,121,$$,93,A
Katana,4.0,1512,$$$,93,A
Lafunz Hotpot,3.5,91,$$,90,B
Flame International Kabob House,4.0,377,$$,90,B
La Michoacana The Ice Cream Spot,4.5,41,$,93,A
Blue Cow Kitchen & Bar,4.0,1181,$$,99,A
Kang Kang Food Court,3.5,230,$,90,B
Western Bagel,4.0,188,$,94,A
Subway,2.5,42,$,94,A
La Golondrina Mexican Cafe,3.5,831,$$,91,A
Unique Pastry,3.5,106,$$,91,A
Shiki Seafood Buffet,3.5,227,$$,90,B
Thuan Phat Supermarket,3.5,134,$,91,A
Polly's Pies Restaurant,4.0,334,$$,96,A
Delphi Greek,3.5,331,$$,90,B
Asako Sushi,4.0,321,$$,92,A
Don Francisco's Coffee Casa Cubana,4.5,306,$,91,A
Dolce Bistro & Bakery,4.0,1379,$$,91,A
Lucky Elephant Thai Cuisine,4.0,861,$$,93,A
La Goccia Espresso Bar,4.5,121,$,95,A
RioZonas Açaí,4.5,329,$,96,A
The Sunset Trocadero Lounge,4.0,245,$$,90,B
Sam's Noodle Station,4.0,209,$,91,A
Pieology Pizzeria,4.0,267,$,94,A
Vito's Pizza,4.0,217,$$,93,A
Shanghai No. 1 Seafood,3.0,555,$$,84,B
Los Angeles International Airport - LAX,2.5,5755,na,93,A
Rubio's Coastal Grill,4.0,202,$,94,A
Public School 213,3.5,703,$$,93,A
Champs Sports Pub,3.0,189,$$,97,A
Alberto's Mexican Food,3.0,94,$,93,A
Los Cinco Puntos,4.5,482,$,95,A
Donut Star,3.5,57,$,91,A
BKK101 Thai Cuisine,4.0,485,$$,90,B
The Rustiq Table,4.0,150,$$,96,A
World Seafoods,4.5,48,$$,90,B
Manhattan Pizzeria,3.0,281,$,90,B
The Original Barrio Fiesta of Manila West Covina,4.0,184,$$,91,A
Casa La Doña,4.5,533,$,96,A
Kai Poke,4.0,101,$$,92,A
Earthen Restaurant,4.0,851,$$,85,B
Grand Café,4.0,365,$$,93,A
Doublz,3.5,75,$,95,A
Da Pasquale Restaurant,4.5,690,$$,94,A
Alcove Café & Bakery,4.0,4002,$$,90,B
Your Natural Birth,5.0,69,na,93,A
Banh Mi Che Cali,3.0,146,$,92,A
India Fresh,4.5,215,$,90,B
Thai Boom,3.5,200,$$,95,A
