ACTIVITY DATE,OWNER NAME,FACILITY ID,FACILITY NAME,PROGRAM STATUS,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,SCORE,GRADE,FULL ADDRESS
2018-07-30,"ROBERTS,THOMAS",FA0036439,M & T DONUT SHOP,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1601 E 103RD ST UNIT 5,LOS ANGELES,90002,96,A,"1601 E 103RD ST UNIT 5, LOS ANGELES, CA 90002"
2018-07-12,DHR LONG POINT BEVCO INC,FA0142546,EMPLOYEE DINING ROOM,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,100 TERRANEA WAY # F,RANCHO PALOS VERDES,90275-1013,90,A,"100 TERRANEA WAY # F, RANCHO PALOS VERDES, CA 90275-1013"
2018-06-13,KENNETH CRAIG TAITT,FA0259033,KENNYS Q BAR-B-Q,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11010 S PRAIRIE AVE,INGLEWOOD,90303,93,A,"11010 S PRAIRIE AVE, INGLEWOOD, CA 90303"
2018-07-24,"FORMA GROUP, LLC.",FA0172255,FORMA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1610 MONTANA AVE,SANTA MONICA,90403,99,A,"1610 MONTANA AVE, SANTA MONICA, CA 90403"
2018-09-26,E.B. FOOD HP CORPORATION,FA0178890,EL BURRO TACOS,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3053 E FLORENCE AVE,HUNTINGTON PARK,90255,95,A,"3053 E FLORENCE AVE, HUNTINGTON PARK, CA 90255"
2018-09-20,"FORRESTER,CHARLES",FA0062218,NATURALIART,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3426 W WASHINGTON BLVD,LOS ANGELES,90018,90,A,"3426 W WASHINGTON BLVD, LOS ANGELES, CA 90018"
2017-07-12,"BDL USA, INC.",FA0248983,BACIO DE LATTE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,10250 SANTA MONICA BLVD # 1790,LOS ANGELES,90067,96,A,"10250 SANTA MONICA BLVD # 1790, LOS ANGELES, CA 90067"
2018-08-13,BUI PHILLIP,FA0053533,PHONOMENAL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,8543 SANTA MONICA BLVD STE 5,WEST HOLLYWOOD,90069,90,A,"8543 SANTA MONICA BLVD STE 5, WEST HOLLYWOOD, CA 90069"
2018-08-23,"5C RESTAURANTS, LLC",FA0177487,LA SALSA - PICO,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11077 W PICO BLVD,LOS ANGELES,90064,91,A,"11077 W PICO BLVD, LOS ANGELES, CA 90064"
2018-07-24,"ESCALONA'S BAKERY, INC.",FA0248080,ESCALONA'S BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,4220 SLAUSON AVE,MAYWOOD,90270-2836,97,A,"4220 SLAUSON AVE, MAYWOOD, CA 90270-2836"
2018-03-08,STARS PLANET INC,FA0033124,SILVER REIGN,ACTIVE,RESTAURANT (61-150) SEATS LOW RISK,11908 MISSISSIPPI AVE,LOS ANGELES,90025,100,A,"11908 MISSISSIPPI AVE, LOS ANGELES, CA 90025"
2018-09-27,"REINS INTERNATIONAL CA, INC.",FA0137330,GYU KAKU,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,10925 W PICO BLVD,LOS ANGELES,90064,90,A,"10925 W PICO BLVD, LOS ANGELES, CA 90064"
2018-09-07,"BRAVO, ALBERTO",FA0006241,BRAVO CHARBURGERS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,500 W MANCHESTER BLVD,INGLEWOOD,90301,92,A,"500 W MANCHESTER BLVD, INGLEWOOD, CA 90301"
2018-03-01,SOTHEARY TEANG,FA0243766,STRIPES DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,21408 NORDHOFF ST,CHATSWORTH,91311-5892,92,A,"21408 NORDHOFF ST, CHATSWORTH, CA 91311-5892"
2018-04-13,"M & B, INC",FA0245673,MIL MUL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3608 W 3RD ST,LOS ANGELES,90020,90,A,"3608 W 3RD ST, LOS ANGELES, CA 90020"
2018-07-31,COOGIE'S INC.,FA0060241,OLLO,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,23755 W MALIBU RD STE 100,MALIBU,90265,93,A,"23755 W MALIBU RD STE 100, MALIBU, CA 90265"
2018-06-27,"ST CLAIR, BERTHA",FA0021020,LA PEQUENA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,12437 SAN FERNANDO RD,SYLMAR,91342,85,B,"12437 SAN FERNANDO RD, SYLMAR, CA 91342"
2018-08-30,DELGADO INC,FA0024697,MI CASITA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,8069 FOOTHILL BLVD,SUNLAND,91040,93,A,"8069 FOOTHILL BLVD, SUNLAND, CA 91040"
2018-08-23,MKZ GLOBAL CORP.,FA0263268,KOKUMI,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,815 W NAOMI AVE STE F,ARCADIA,91007,90,A,"815 W NAOMI AVE STE F, ARCADIA, CA 91007"
2018-08-23,LASSEN'S HEALTH FOOD,FA0165365,LASSEN'S HEALTH FOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1631 W SUNSET BLVD,LOS ANGELES,90026,90,A,"1631 W SUNSET BLVD, LOS ANGELES, CA 90026"
2018-09-19,"CHIPOTLE MEXICAN GRILL, INC.",FA0008977,CHIPOTLE MEXICAN GRILL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,940 N WESTERN AVE STE #E,SAN PEDRO,90732,99,A,"940 N WESTERN AVE STE #E, SAN PEDRO, CA 90732"
2018-09-27,RA MUSIC INC,FA0004876,BANQUET KITCHEN,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,135 N GRAND AVE,LOS ANGELES,90012,98,A,"135 N GRAND AVE, LOS ANGELES, CA 90012"
2018-07-25,"SHAWARMA FACTORY, INC.",FA0070376,SHAWARMA FACTORY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,919 S CENTRAL AVE #C,GLENDALE,91204,95,A,"919 S CENTRAL AVE #C, GLENDALE, CA 91204"
2018-03-27,I LOVE BOBA INC,FA0156822,I LOVE BOBA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3512 W 8TH ST 111,LOS ANGELES,90005-2902,95,A,"3512 W 8TH ST 111, LOS ANGELES, CA 90005-2902"
2018-06-07,B. L. SPRINGWOOD INC.,FA0245950,QUICKLY CHINESE FOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4141 S NOGALES ST # B-106,WEST COVINA,91792,90,A,"4141 S NOGALES ST # B-106, WEST COVINA, CA 91792"
2018-05-31,"NPC INVESTMENTS, LLC",FA0248248,SUBWAY 930,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1210 W AVE K,LANCASTER,93534,97,A,"1210 W AVE K, LANCASTER, CA 93534"
2018-09-20,"ORTEGA-MAYORGA, YAZMIN",FA0011483,BUTTERFLY CAKE SHOP,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1811 E FLORENCE AVE,LOS ANGELES,90001,98,A,"1811 E FLORENCE AVE, LOS ANGELES, CA 90001"
2018-05-10,MELCA,FA0041268,MONTEBELLO ELKS LODGE 2051,ACTIVE,RESTAURANT (151 + ) SEATS LOW RISK,506 W WHITTIER BLVD,MONTEBELLO,90640,90,A,"506 W WHITTIER BLVD, MONTEBELLO, CA 90640"
2018-08-27,"THE GABLES, INC.",FA0263330,THE GABLES,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,331 WILSHIRE BLVD,SANTA MONICA,90401-1311,96,A,"331 WILSHIRE BLVD, SANTA MONICA, CA 90401-1311"
2018-09-12,"WANG, ANLI",FA0050480,TAIWAN DELI,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,17110 E COLIMA RD STE #C,HACIENDA HEIGHTS,91745,91,A,"17110 E COLIMA RD STE #C, HACIENDA HEIGHTS, CA 91745"
2018-07-19,"EL POLLO LOCO, INC.",FA0061529,EL POLLO LOCO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,12930 FOOTHILL BLVD,SAN FERNANDO,91340,96,A,"12930 FOOTHILL BLVD, SAN FERNANDO, CA 91340"
2018-05-25,"NEW TREND SETTERS, LLC",FA0009694,BIRIYANI FACTORY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,18521 PIONEER BLVD,ARTESIA,90701,90,A,"18521 PIONEER BLVD, ARTESIA, CA 90701"
2018-06-07,YUMMY FOODS LLC,FA0041905,YUMMY FOODS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1308 PICO BLVD,SANTA MONICA,90405,94,A,"1308 PICO BLVD, SANTA MONICA, CA 90405"
2018-09-20,"RODRIGUEZ, INTERVIN",FA0020860,LA GORDITA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1302 W SEPULVEDA BLVD,HARBOR CITY,90710,95,A,"1302 W SEPULVEDA BLVD, HARBOR CITY, CA 90710"
2018-05-18,THITIMA NUNTEE SEYMORE,FA0164106,KOI THAI CUISINE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1429 N HACIENDA BLVD,LA PUENTE,91744,91,A,"1429 N HACIENDA BLVD, LA PUENTE, CA 91744"
2018-07-25,"SEA MOUNTAIN, INC",FA0179876,SEA MOUNTAIN TEA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,14952 CRENSHAW BLVD # 106,GARDENA,90249-3661,96,A,"14952 CRENSHAW BLVD # 106, GARDENA, CA 90249-3661"
2018-07-13,RAUL LOPEZ DIAZ,FA0012140,EL BUKANAS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1115 W WASHINGTON BLVD STE C & D,MONTEBELLO,90640,90,A,"1115 W WASHINGTON BLVD STE C & D, MONTEBELLO, CA 90640"
2018-07-27,SUSIE CAKES LLC,FA0049978,SUSIE CAKES,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,11708 SAN VICENTE BLVD,LOS ANGELES,90049,95,A,"11708 SAN VICENTE BLVD, LOS ANGELES, CA 90049"
2018-06-26,RED O SANTA MONICA LLC,FA0175614,RED O RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1541 OCEAN AVE,SANTA MONICA,90401,98,A,"1541 OCEAN AVE, SANTA MONICA, CA 90401"
2018-08-29,DAVID ARISTIDES VEGA,FA0203732,LA SALSA RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2122 W 7TH ST,LOS ANGELES,90057,94,A,"2122 W 7TH ST, LOS ANGELES, CA 90057"
2018-07-31,HIPOLITO RAMIRO PEREZ,FA0225096,SAN ANTONIO BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2112 S GAREY AVE # D,POMONA,91766,98,A,"2112 S GAREY AVE # D, POMONA, CA 91766"
2018-02-13,"GUTIERREZ, ENRIQUE",FA0072819,TORTAS EL REY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3701 E 1ST ST,LOS ANGELES,90063,96,A,"3701 E 1ST ST, LOS ANGELES, CA 90063"
2018-09-26,"ARELLANO, FRANCISCO",FA0024671,MEXICAN RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,16045 VANOWEN ST,VAN NUYS,91406,95,A,"16045 VANOWEN ST, VAN NUYS, CA 91406"
2018-06-05,"GONZALEZ-FAJARDO, JOSE",FA0007720,CARNITAS MICHOACAN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,26972 S RAINBOW GLEN DR STE #C,CANYON COUNTRY,91351,92,A,"26972 S RAINBOW GLEN DR STE #C, CANYON COUNTRY, CA 91351"
2018-08-27,SAN FRANCISCO C&C,FA0039971,MEL'S DRIVE-IN,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1650 N HIGHLAND AVE,LOS ANGELES,90028,92,A,"1650 N HIGHLAND AVE, LOS ANGELES, CA 90028"
2018-08-29,"LONG POINT DEVELOPMENT, LLC",FA0150765,TERRANEA,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,100 TERRANEA WAY,RANCHO PALOS VERDES,90275-1013,90,A,"100 TERRANEA WAY, RANCHO PALOS VERDES, CA 90275-1013"
2018-09-05,YONG JA KANG,FA0176807,WASABI JAPANESE NOODLE HOUSE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3444 WILSHIRE BLVD,LOS ANGELES,90010,90,A,"3444 WILSHIRE BLVD, LOS ANGELES, CA 90010"
2018-08-08,CHANG GONG INC,FA0048206,SOMUNRAN KOREAN RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,13303 ARTESIA BLVD,CERRITOS,90703,90,A,"13303 ARTESIA BLVD, CERRITOS, CA 90703"
2018-08-15,SOGY MALKIT,FA0018004,INDIA SWEET AND SPICE MARKET,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,18110 PARTHENIA ST,NORTHRIDGE,91325,88,B,"18110 PARTHENIA ST, NORTHRIDGE, CA 91325"
2018-06-22,TROPICALIA INC,FA0052607,TROPICALIA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1964 HILLHURST AVE,LOS ANGELES,90027,92,A,"1964 HILLHURST AVE, LOS ANGELES, CA 90027"
2018-06-05,ROLLING FACTORY INC,FA0260028,ROLLING FACTORY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,138 S BRAND BLVD,GLENDALE,91205,92,A,"138 S BRAND BLVD, GLENDALE, CA 91205"
2018-08-13,CAFE RIO INC.,FA0221889,CAFE RIO MEXICAN GRILL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,39332 W 10TH ST # A,PALMDALE,93551,95,A,"39332 W 10TH ST # A, PALMDALE, CA 93551"
2018-08-15,FASTO INC,FA0262876,PRESTO DELI,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1849 SAWTELLE BLVD,LOS ANGELES,90025,92,A,"1849 SAWTELLE BLVD, LOS ANGELES, CA 90025"
2018-09-05,"3179 LOS FELIZ PARTNERS, LLC",FA0136945,THE MORRISON,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3179 LOS FELIZ BLVD,LOS ANGELES,90039,94,A,"3179 LOS FELIZ BLVD, LOS ANGELES, CA 90039"
2018-09-18,"MARTINEZ, TOMAS",FA0071793,TACOS TUMBRAS FOOD PREP RM,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,317 S BROADWAY # 4CC/1,LOS ANGELES,90013,95,A,"317 S BROADWAY # 4CC/1, LOS ANGELES, CA 90013"
2018-06-29,REPLY2016 INC,FA0240790,OO KOOK BBQ,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,5405 ROSEMEAD BLVD,SAN GABRIEL,91776-2212,92,A,"5405 ROSEMEAD BLVD, SAN GABRIEL, CA 91776-2212"
2018-09-05,PAIROT KAMONWAN,FA0048660,STAR OF SIAM,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3133 S LINCOLN BLVD,SANTA MONICA,90405,92,A,"3133 S LINCOLN BLVD, SANTA MONICA, CA 90405"
2018-09-27,PHO CAFE INC,FA0068616,PHO CAFE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2841 W SUNSET BLVD,LOS ANGELES,90026,95,A,"2841 W SUNSET BLVD, LOS ANGELES, CA 90026"
2018-06-14,"HAWAIIAN ISLAND VENTURES, LLC",FA0143719,ONO GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1975 Potrero Grande DR # A,MONTEREY PARK,91755-7429,90,A,"1975 Potrero Grande DR # A, MONTEREY PARK, CA 91755-7429"
2018-07-13,DIMITRI DEAN STEPHENSON,FA0163532,PATIO BURGERS AND BEER,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4541 EAGLE ROCK BLVD,LOS ANGELES,90041,96,A,"4541 EAGLE ROCK BLVD, LOS ANGELES, CA 90041"
2018-06-18,"COCKERAM, BARRY M",FA0005484,BEVERLY GLEN DELI,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2948 N BEVERLY GLEN CIR,LOS ANGELES,90077,91,A,"2948 N BEVERLY GLEN CIR, LOS ANGELES, CA 90077"
2018-06-12,MONGLUK POTE,FA0037557,THE POT THAI CAFE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2242 1/4 FAIR PARK AVE,LOS ANGELES,90041,91,A,"2242 1/4 FAIR PARK AVE, LOS ANGELES, CA 90041"
2018-07-31,TACO READY INC,FA0036034,TACO READY,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,452 E SAN BERNARDINO RD,COVINA,91723,90,A,"452 E SAN BERNARDINO RD, COVINA, CA 91723"
2018-07-18,DAN & GLEN INVESTMENTS INC,FA0251127,CHIO'S PERUVIAN GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,7115 VAN NUYS BLVD,VAN NUYS,91405,91,A,"7115 VAN NUYS BLVD, VAN NUYS, CA 91405"
2018-05-21,HIROSHI KOMATSU,FA0138994,RESTAURANT KOMATSU,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2515 W CARSON ST,TORRANCE,90503-6100,90,A,"2515 W CARSON ST, TORRANCE, CA 90503-6100"
2018-06-06,"NORTH SHORE POKE CO, LLC",FA0256165,NORTH SHORE POKE CO,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1227 HERMOSA AVE,HERMOSA BEACH,90254,97,A,"1227 HERMOSA AVE, HERMOSA BEACH, CA 90254"
2018-06-06,"9077 SM OPERATOR, LLC",FA0222448,DOHENY ROOM,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,9077 SANTA MONICA BLVD,WEST HOLLYWOOD,90069,95,A,"9077 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069"
2018-04-20,"ENRIQUEZ, MARTIN RODRIGUEZ",FA0038735,TROPICAL FROSTY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,14650 PARTHENIA ST # T15,PANORAMA CITY,91402,94,A,"14650 PARTHENIA ST # T15, PANORAMA CITY, CA 91402"
2018-09-17,"TASU, STELIAN T.",FA0027452,PAGLIACCI'S,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4366 COLDWATER CANYON AVE,STUDIO CITY,91604,93,A,"4366 COLDWATER CANYON AVE, STUDIO CITY, CA 91604"
2018-09-27,"SEESOD, PRAKOPSUP",FA0060645,DARABAR SECRET THAI CUISINE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5112 HOLLYWOOD BLVD # 108-0,LOS ANGELES,90027,93,A,"5112 HOLLYWOOD BLVD # 108-0, LOS ANGELES, CA 90027"
2018-04-26,PICHET LLC,FA0043958,SOUTH END,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2805 ABBOT KINNEY BLVD,VENICE,90291,93,A,"2805 ABBOT KINNEY BLVD, VENICE, CA 90291"
2018-05-14,"BECERRA, JOSE L.",FA0051673,THE RENDEZVOUS LOUNGE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,450 E SEPULVEDA BLVD,CARSON,90745,82,B,"450 E SEPULVEDA BLVD, CARSON, CA 90745"
2018-06-12,"KIM, WON",FA0051333,THE CUTTING BOARD,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3330 OCEAN PARK BLVD,SANTA MONICA,90405,99,A,"3330 OCEAN PARK BLVD, SANTA MONICA, CA 90405"
2018-09-05,POINT BREAK POKE CO. INC,FA0263611,POINT BREAK POKE AND GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,7217 MELROSE AVE,LOS ANGELES,90046,90,A,"7217 MELROSE AVE, LOS ANGELES, CA 90046"
2018-07-11,"WILLHITE, MURIEL",FA0051865,THE COTTAGE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,615 CRESCENT AVE,AVALON,90704,80,B,"615 CRESCENT AVE, AVALON, CA 90704"
2018-08-24,"321 JC, INC",FA0249686,KOPAN RAMEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,621 S WESTERN AVE STE 208-B,LOS ANGELES,90005-3042,93,A,"621 S WESTERN AVE STE 208-B, LOS ANGELES, CA 90005-3042"
2018-08-30,O SUSHI,FA0226497,O SUSHI,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11082 SANTA MONICA BLVD,LOS ANGELES,90025,95,A,"11082 SANTA MONICA BLVD, LOS ANGELES, CA 90025"
2018-05-16,ASIAN FUSION INC,FA0174605,ASIAN FUSION,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1710 S ROBERTSON BLVD,LOS ANGELES,90035,90,A,"1710 S ROBERTSON BLVD, LOS ANGELES, CA 90035"
2018-09-19,"MARINO,THOMAS J DBA",FA0023797,MARINO'S ITALIAN RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,17126 BELLFLOWER BLVD,BELLFLOWER,90706,96,A,"17126 BELLFLOWER BLVD, BELLFLOWER, CA 90706"
2018-04-20,EL 7 MARES SEAFOODS INC,FA0173840,EL 7 MARES EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2727 E CESAR E CHAVEZ AVE,LOS ANGELES,90033-3105,94,A,"2727 E CESAR E CHAVEZ AVE, LOS ANGELES, CA 90033-3105"
2018-09-25,ARAMARK,FA0221475,ARAMARK CAFE/FOREVER 21,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,3880 N MISSION RD,LOS ANGELES,90031,90,A,"3880 N MISSION RD, LOS ANGELES, CA 90031"
2018-06-28,EL CARBONERO,FA0178740,EL CARBONERO BAKERY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,9501 VAN NUYS BLVD # 113,PANORAMA CITY,91402,91,A,"9501 VAN NUYS BLVD # 113, PANORAMA CITY, CA 91402"
2018-06-21,"SHARK TWINS NO.1, LLC",FA0245956,SHARKY'S  WOODFIRED MEXICAN GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4371 GLENCOE AVE STE B5,MARINA DEL REY,90292,95,A,"4371 GLENCOE AVE STE B5, MARINA DEL REY, CA 90292"
2018-08-08,SOCORROS RESTAURANT INC,FA0250657,SOCORROS RESTAURANT INC,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,14657 VICTORY BLVD,VAN NUYS,91411,96,A,"14657 VICTORY BLVD, VAN NUYS, CA 91411"
2018-08-27,ZHENG MAO HUANG,FA0240670,LOUISIANA FRIED CHICKEN & CHINA BOWL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10306 WILMINGTON AVE STE A,LOS ANGELES,90002,93,A,"10306 WILMINGTON AVE STE A, LOS ANGELES, CA 90002"
2018-08-13,UNITED ONE,FA0138401,A-1 CHINESE BBQ,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2014 PACIFIC COAST HWY,LOMITA,90717,93,A,"2014 PACIFIC COAST HWY, LOMITA, CA 90717"
2017-07-19,INTERNATIONAL COFFEE & TEA LLC,FA0072173,THE COFFEE BEAN & TEA LEAF,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,12930 VENTURA BLVD STE 122,STUDIO CITY,91604,96,A,"12930 VENTURA BLVD STE 122, STUDIO CITY, CA 91604"
2018-08-03,DBESTEA,FA0262474,TASTEA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,349 E MAIN ST # 104,ALHAMBRA,91801,96,A,"349 E MAIN ST # 104, ALHAMBRA, CA 91801"
2018-06-06,SEPIDAN,FA0224544,PARKWAY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,5659 LAS VIRGENES RD,CALABASAS,91302,95,A,"5659 LAS VIRGENES RD, CALABASAS, CA 91302"
2018-08-21,"G & D INVESTMENTS, INC.",FA0051246,THE COUNTER,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,7917 SUNSET BLVD,LOS ANGELES,90028,92,A,"7917 SUNSET BLVD, LOS ANGELES, CA 90028"
2018-08-08,TORTAS AHOGADAS GUADALAJARA IN,FA0238944,TORTAS AHOGADAS GUADALAJARA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,6042 SANTA FE AVE,HUNTINGTON PARK,90255,90,A,"6042 SANTA FE AVE, HUNTINGTON PARK, CA 90255"
2018-04-02,"JANG, CHANG HO",FA0067120,MONGOL KING BBQ RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,24012 VISTA MONTANA,TORRANCE,90505,91,A,"24012 VISTA MONTANA, TORRANCE, CA 90505"
2018-07-11,"H.S. TELECOM, INC",FA0042852,OASIS GRILL RESTAURANT & CAF,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,20766 E ARROW HWY,COVINA,91724,97,A,"20766 E ARROW HWY, COVINA, CA 91724"
2018-08-22,WONG YEUNG,FA0163100,88 TEA BAR & CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2215 S ATLANTIC BLVD,MONTEREY PARK,91754,92,A,"2215 S ATLANTIC BLVD, MONTEREY PARK, CA 91754"
2018-06-06,"GOLDEN TACO, INC.",FA0172394,TACO BELL,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8256 ORION AVE,VAN NUYS,91406,98,A,"8256 ORION AVE, VAN NUYS, CA 91406"
2018-09-17,"JCK INVESTMENT USA, INC",FA0029711,J FISH MARKET,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2304 W ROSECRANS AVE,GARDENA,90249,90,A,"2304 W ROSECRANS AVE, GARDENA, CA 90249"
2018-01-23,EL FINO INC.,FA0165522,EL FINO RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,818 N GLENDORA AVE,COVINA,91724,95,A,"818 N GLENDORA AVE, COVINA, CA 91724"
2018-06-22,"VILLANUEVA, ESTEBAN A",FA0053883,VENICE PIZZERIA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,17806 SIERRA HWY,CANYON COUNTRY,91351,93,A,"17806 SIERRA HWY, CANYON COUNTRY, CA 91351"
2018-09-25,CHATSUMAN PORNTHEPSIRIPONG,FA0256536,AWESOME THAI,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,18505 VICTORY BLVD,RESEDA,91335,97,A,"18505 VICTORY BLVD, RESEDA, CA 91335"
2018-03-20,MOON OF SUN INC.,FA0020118,EAT AT RUDY'S,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,558 E ANAHEIM ST,WILMINGTON,90744,94,A,"558 E ANAHEIM ST, WILMINGTON, CA 90744"
2018-03-07,"RANCHERITAS MEXICAN GRILL, INC.",FA0164451,RANCHERITAS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,44830 VALLEY CENTRAL WAY,LANCASTER,93536,90,A,"44830 VALLEY CENTRAL WAY, LANCASTER, CA 93536"
2018-02-21,"BLOOMINGDALE'S, INC.",FA0010096,BLOOMINGDALE'S,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,315 COLORADO AVE,SANTA MONICA,90401,94,A,"315 COLORADO AVE, SANTA MONICA, CA 90401"
2018-06-28,IRWINDALE CONCESSIONS INC,FA0030356,IRWINDALE SPEEDWAY CONCESSIONS PIT,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,500 E SPEEDWAY DR,BALDWIN PARK,91706,98,A,"500 E SPEEDWAY DR, BALDWIN PARK, CA 91706"
